orig.abbr.,redundant,new.abbr.,upper,TERM,DEFINITION ,ARTICLE ID 
SUBC,,sc,SC,Number of subcaudal scales,,Marti?ünez-Freiri?üa 2021 Vipera latastei
SubC,x,sc,SC,number of subcaudal scales,,Liu 2021 Gonyosoma
SC,x,sc,SC,subcaudal  counts,terminal  scute excluded from number of subcaudals,Peng 2021 Gonyosoma Hainan
SC,x,sc,SC,subcaudal scales,,Shi 2021 Gloydius Qinghai
SC,x,sc,SC,subcaudal scales,number of subcaudal scales excluding the terminal scute,Lam 2021 Ahaetulla rufusoculara
Scd ,x,sc,SC,Subcaudal scales,,Ganesh 2021 Boiga whitakeri
XXX,x,sc,SC,subcaudal scales,,"Amarasinghe 2021, Hemidactylus kimbulae"
XXX,x,sc,SC,subcaudal scales,divided or undivided,Weinell 2020 Calamaria alcalai
XXX,x,sc,SC,subcaudal scales,,Le 2021 Pareas southern Vietnam
SC,x,sc,SC,"subcaudal scales, not including the terminal, pointed scute",,Sumontha 2021 Trimeresurus kuiburi
SC,x,sc,SC,subcaudals,,Trevine 2021 Thamnodynastes silvai
SC,x,sc,SC,subcaudals,,Qi 2021 Elaphe xiphodonata
SC,x,sc,SC,subcaudals,,Li 2021 Achalinus dehuaensis
SO,,SCAE,SCAE,scales on the canthus above the eye,,Wagner 2021 Acanthocercus margaritae
SCG R/L,,scg,SCG,Supraciliary granules,,Patel 2020 Ophisops Gujarat
Sc,,Sci,SCI,superciliaries,,Ribeiro_Junior 2020 Alopoglossus theodorusi
Sc,x,Sci,SCI,superciliaries,,Ribeiro-Ju?ünior 2021 Alopoglossus
SC,,scs,SCS,number of supraciliaries,,Parrinha 2021 Pedioplanis Angola
XXX,x,scs,SCS,supraciliaries,,Barr 2021 Oligosoma
SCS R/L,x,scs,SCS,Supraciliary Scales,,Patel 2020 Ophisops Gujarat
SubDL,,sdl,SDL,number of subdigital lamellae,,Meesook 2021 Gekko_pradapdao
SDL,x,sdl,SDL,Subdigital lamellae,"keeled, not keeled (or count ?)",Wagner 2021 Acanthocercus margaritae
XXX,x,sdl,SDL,subdigital lamellae,on Toe I and IV from the base of the first phalanx to the claw,"Amarasinghe 2021, Hemidactylus kimbulae"
XXX,x,sdl,SDL,subdigital lamellae,,Do 2021 Hemiphyllodactylus dalatensis
XXX,x,sdl,SDL,subdigital lamellae ,,Do 2021 Cyrtodactylus orlovi
SGF,,SGF,SGF,strength of gular fold,,Edwards 2011 Diporiphora
XXX,,ShL,SHL,length of the shank,from the center of the knee to the preaxial base of Toe I,Harvey 2021 Gonocephalus Sumatra
ShL,x,ShL,SHL,shank length,,Ribeiro_Junior 2020 Alopoglossus theodorusi
ShL,x,ShL,SHL,shank length,,Ribeiro-Ju?ünior 2021 Alopoglossus
ShL,x,ShL,SHL,shank length,,Echevarri?üa 2021 Selvasaura
SL,x,ShL,SHL,shank length,from the base of heel to the knee,Liu 2021 Cyrtodactylus Southern Yunnan
SLS,,sl,SL,number of supralabial scales ,,Edwards 2011 Diporiphora
SUP,x,SL,SL,Number of supralabial scales (right side),,Marti?ünez-Freiri?üa 2021 Vipera latastei
SL,x,sl,SL,number of supralabials,,Khandekar 2021 Cnemaspis uttaraghati
SL,x,sl,SL,supralabial,,Peng 2021 Gonyosoma Hainan
SL,x,sl,SL,supralabial scales,,Wagner 2021 Acanthocercus margaritae
SL,x,sl,SL,supralabial scales,,Sumontha 2021 Trimeresurus kuiburi
SL,x,sl,SL,supralabial scales,,Pauwels 2021 Dixonius_mekongensis
SL,x,sl,SL,supralabial scales,,Meesook 2021 Gekko_pradapdao
SL,x,sl,SL,supralabial scales,,Agung 2021 Hemiphyllodactylus
SLab  ,x,sl,SL,Supralabial scales,,Ganesh 2021 Boiga whitakeri
SuL,x,sl,SL,supralabial scales,counted from largest scale immediately posterior to dorsal inflection of posterior portion of upper jaw to the rostral scales,Riyanto 2021 Cyrtodactylus hamidyi
Suplab,x,sl,SL,supralabial scales,number of enlarged scales bordering the mouth on the upper jaw from the rostral to a point in line with the posterior margin of the orbit,Do 2021 Hemiphyllodactylus dalatensis
XXX,x,sl,SL,supralabial scales ,,Weinell 2020 Calamaria alcalai
XXX,x,sl,SL,supralabials,,Barr 2021 Oligosoma
Sl,x,sl,SL,supralabials,,Ribeiro_Junior 2020 Alopoglossus theodorusi
SL,x,sl,SL,supralabials,,Zhang 2021 Cyrtodactylus Daweishan
Sl,x,sl,SL,supralabials,,Ribeiro-Ju?ünior 2021 Alopoglossus
SL,x,sl,SL,supralabials,,Liu 2021 Cyrtodactylus Western Yunnan
SL,x,sl,SL,supralabials,,Liu 2021 Gonyosoma
SL,x,sl,SL,supralabials,,Khandekar 2021 Hemiphyllodactylus goaensis
SL,x,sl,SL,supralabials,,Khandekar 2021 Hemidactylus tamhiniensis
SL,x,sl,SL,supralabials,,Lam 2021 Ahaetulla rufusoculara
SL,x,sl,SL,supralabials,,Agarwal 2021 Cnemaspis krishnagiriensis
SL R/L,x,sl,SL,Supralabials,,Patel 2020 Ophisops Gujarat
SPL,x,sl,SL,supralabials,,Shi 2021 Gloydius Qinghai
SPL,x,sl,SL,supralabials,,Qi 2021 Elaphe xiphodonata
SPL,x,sl,SL,supralabials,,Li 2021 Achalinus dehuaensis
SPL,x,sl,SL,supralabials,,Liu 2021 Cyrtodactylus Southern Yunnan
SPL ,x,sl,SL,Supralabials,,Nguyen 2021 Dixonius somchanhae
SupL,x,sl,SL,Supralabials,counted from the first labial scale to corner of mouth,Do 2021 Cyrtodactylus orlovi
SUPs ,x,sl,SL,supralabials,,Amarasinghe 2021 Oligodon tolaki
XXX,x,sl,SL,supralabials,,Fernández 2021 Liolaemus robertmertensi
XXX,x,sl,SL,supralabials,,Le 2021 Pareas southern Vietnam
SL,x,sl,SL,total supralabials,,Purkayastha 2021 Cyrtodactylus northeast India
SL,x,sl,SL,total supralabials,,Kamei 2021 Cyrtodactylus bapme
MO ,,SL M,SL M,Number of supralabial at midorbital position,,Nguyen 2021 Dixonius somchanhae
SLMOrb,x,SL M,SL M,number of supralabial scales at mid-orbital position,,Pauwels 2021 Dixonius_mekongensis
SLMOrb,x,SL M,SL M,number of supralabial scales at mid-orbital position,,Meesook 2021 Gekko_pradapdao
SL M,x,SL M,SL M,supralabials at midorbital position,,Khandekar 2021 Cnemaspis uttaraghati
SL M,x,SL M,SL M,supralabials at midorbital position,,Agarwal 2021 Cnemaspis krishnagiriensis
SL,x,SL M*,SL M*,No. of supralabials in contact with the subocular on the right and left sides,,Pizzigalli 2021 Mesalina olivieri.pdf
SL-Eye,,SL-Eye,SL-EYE,number of SL entering orbit,,Lam 2021 Ahaetulla rufusoculara
SL /orbit,x,SL-Eye,SL-EYE,number of supralabials entering orbit,(may need different acronym),Liu 2021 Gonyosoma
SL,,sl*,SL*,supralabials anterior to the subocular,,Parrinha 2021 Pedioplanis Angola
SLB,,SLB,SLB,scales along the midbody,from mental shield to anterior edge of cloaca,Do 2021 Cyrtodactylus orlovi
SOS R/L,,so,SO,Supraocular scales,,Patel 2020 Ophisops Gujarat
So,x,so,SO,supraoculars,,Ribeiro_Junior 2020 Alopoglossus theodorusi
So,x,so,SO,supraoculars,,Ribeiro-Ju?ünior 2021 Alopoglossus
SPO,x,so,SO,supraoculars,,Li 2021 Achalinus dehuaensis
XXX,x,so,SO,supraoculars,,Barr 2021 Oligosoma
SOL,,SOL,SOL,supraocular length;,,Sumontha 2021 Trimeresurus kuiburi
SOW,,SOW,SOW,supraocular width,,Sumontha 2021 Trimeresurus kuiburi
SPDLL ,,spdll,SPDLL,Pale dorsolateral line ,No. of scales included into the width of the pale dorsolateral line,Pizzigalli 2021 Mesalina olivieri.pdf
SR5,,SR5,SR5,scale rows between fifth supralabials,,Zhang 2021 Cyrtodactylus Daweishan
SRR,,SRR,SRR,dorsal scale rows reduction,needs definition,Sumontha 2021 Trimeresurus kuiburi
SS,,SS,SS,scapular spine number,,Edwards 2011 Diporiphora
SSF,,SSF,SSF,strength of scapular fold,,Edwards 2011 Diporiphora
ST,,ST,ST,Scale tufts,"around the ear present, not present",Wagner 2021 Acanthocercus margaritae
STS R/L,,STS,STS,Supra temporal scales,,Patel 2020 Ophisops Gujarat
SVL ,,svl,SVL,Distance from tip of snout to vent,,Nguyen 2021 Dixonius somchanhae
SVL,x,svl,SVL,Snout - vent length,from tip of snout to anterior margin of vent,"Amarasinghe 2021, Hemidactylus kimbulae"
SVL,x,svl,SVL,snout - vent length,,Torres-Carvajal 2021 new Microtegu
SVL,x,svl,SVL,Snout to vent length,from tip of snout to caudal edge of anal scales,Kurnaz 2021 Acanthodactylus Turkey
SVL,x,svl,SVL,snout to vent length,,Purkayastha 2021 Cyrtodactylus northeast India
SVL,x,svl,SVL,snout to vent length,from tip of snout to anterior margin of cloaca,Liu 2021 Cyrtodactylus Western Yunnan
SVL,x,svl,SVL,snout to vent length,measured from the tip of the snout to the vent,Lam 2021 Ahaetulla rufusoculara
SVL,x,svl,SVL,snout to vent length,,Kamei 2021 Cyrtodactylus bapme
SVL ,x,svl,SVL,Snout to Vent Length,,Ganesh 2021 Boiga whitakeri
SVL,x,svl,SVL,Snout vent length,,Marti?ünez-Freiri?üa 2021 Vipera latastei
SVL,x,svl,SVL,Snout vent length,,Khandekar 2021 Hemiphyllodactylus goaensis
SVL,x,svl,SVL,snout vent length,,Khandekar 2021 Hemidactylus tamhiniensis
SVL,x,svl,SVL,snout vent length,,Khandekar 2021 Cnemaspis uttaraghati
SVL,x,svl,SVL,snout vent length,,Agarwal 2021 Cnemaspis krishnagiriensis
SV,x,svl,SVL,snout-vent length,from tip of snout to vent,Fernández 2021 Liolaemus robertmertensi
SV,x,svl,SVL,snout-vent length,,Trevine 2021 Thamnodynastes silvai
SVL,x,svl,SVL,snout-vent length,,Barr 2021 Oligosoma
SVL,x,svl,SVL,snout-vent length,from tip of snout to vent,Do 2021 Cyrtodactylus orlovi
SVL,x,svl,SVL,snout-vent length,from the tip of snout to the vent,Do 2021 Hemiphyllodactylus dalatensis
SVL,x,svl,SVL,snout-vent length,distance between tip of snout and anterior margin of vent ,Karunarathna 2020 Ceratophora ukuwelai
SVL,x,svl,SVL,Snout-vent length,from tip of snout to anterior edge of cloaca ,Patel 2020 Ophisops Gujarat
SVL,x,svl,SVL,snout-vent length,,Ubalde 2021 Liolaemus Peru
SVL,x,svl,SVL,snout-vent length,,Sumontha 2021 Trimeresurus kuiburi
SVL,x,svl,SVL,snout-vent length,from tip of snout to posterior margin of cloacal plate,Qi 2021 Elaphe xiphodonata
SVL,x,svl,SVL,Snout-vent length,,Pizzigalli 2021 Mesalina olivieri.pdf
SVL,x,svl,SVL,snout-vent length,distance from tip of snout to posterior margin of cloaca,Peng 2021 Gonyosoma Hainan
SVL,x,svl,SVL,snout-vent length,taken from the tip of snout to the vent,Pauwels 2021 Dixonius_mekongensis
SVL,x,svl,SVL,snout-vent length,taken from the tip of snout to the vent,Meesook 2021 Gekko_pradapdao
SVL,x,svl,SVL,snout-vent length,,Lobo?ün-Rovira 2021 Hemidactylus Angola
SVL,x,svl,SVL,snout-vent length,from tip of snout to anterior margin of cloaca,Liu 2021 Cyrtodactylus Southern Yunnan
SVL,x,svl,SVL,snout-vent length,from tip of snout to vent,Liu 2021 Gonyosoma
SVL,x,svl,SVL,snout-vent length,,Le 2021 Pareas southern Vietnam
SVL,x,svl,SVL,snout-vent length,,Echevarri?üa 2021 Selvasaura
SVL,x,svl,SVL,Snout-vent length,measured from the snout tip to the anterior edge of the cloaca,Chandramouli 2021 Nicobar Gekko
SVL,x,svl,SVL,snout-vent length,taken from the tip of the snout to the vent,Agung 2021 Hemiphyllodactylus
SVL,x,svl,SVL,snout-vent length,,Riyanto 2021 Cyrtodactylus hamidyi
SVL ,x,svl,SVL,snout-vent length,,Chandramouli 2020 Trimeresurus
SVL ,x,svl,SVL,snout-vent length,,Zhang 2021 Cyrtodactylus Daweishan
SVL,x,svl,SVL,snout–vent [length],,Hamdan 2015 Chironius flavolineatus brazili
SVL,x,svl,SVL,snout–vent length,measured from tip of snout to anterior margin of vent ,Amarasinghe 2021 Oligodon tolaki
SVL,x,svl,SVL,snout–vent length,,Edwards 2011 Diporiphora
SVL,x,svl,SVL,snout–vent length,from the tip of the snout to the anterior lip of the cloaca,Harvey 2021 Gonocephalus Sumatra
SVL,x,svl,SVL,snout–vent length,from the border of cloaca to the tip of snout,Ribeiro_Junior 2020 Alopoglossus theodorusi
SVL,x,svl,SVL,Snout–vent length,from tip of snout to cloaca,Wagner 2021 Acanthocercus margaritae
SVL,x,svl,SVL,Snout–vent length,,Shi 2021 Gloydius Qinghai
SVL,x,svl,SVL,snout–vent length,from the border of cloaca to the tip of snout,Ribeiro-Ju?ünior 2021 Alopoglossus
SVL,x,svl,SVL,snout–vent length,measured from the tip of the snout to the anterior edge of the cloaca,Parrinha 2021 Pedioplanis Angola
SVL,x,svl,SVL,Snout–vent length,,Lee 2021 Calamaria nebulosa
SVL,x,svl,SVL,snout–vent length,from tip of snout to anterior margin of the cloaca,Li 2021 Achalinus dehuaensis
TaL ,x,tal,TAL,Distance from vent to tip of tail,,Nguyen 2021 Dixonius somchanhae
TL,x,tal,TAL,intact tail length,,Barr 2021 Oligosoma
TL,x,tal,TAL,Length of tail,from tip of tail to cloaca,Wagner 2021 Acanthocercus margaritae
XXX,,TaL,TAL,length of the tail,"only on complete, undamaged tails from the anterior lip of the cloaca",Harvey 2021 Gonocephalus Sumatra
TaL,x,tal,TAL,tail  length,distance  from  posterior  margin  of cloaca to tail tip,Peng 2021 Gonyosoma Hainan
TAIL,x,tal,TAL,Tail length,,Marti?ünez-Freiri?üa 2021 Vipera latastei
TailL,x,tal,TAL,tail length,measured from vent to tip of tail),Riyanto 2021 Cyrtodactylus hamidyi
TailL,x,tal,TAL,tail length,"taken from the vent to the tip of the tail, original or regenerated",Pauwels 2021 Dixonius_mekongensis
TailL,x,tal,TAL,tail length,"taken from the vent to the tip of the tail, original or regenerated",Meesook 2021 Gekko_pradapdao
TailL,x,tal,TAL,tail length,,Lee 2021 Calamaria nebulosa
TailL,x,tal,TAL,tail length,taken from the vent to the tip of the tail—original or regenerated,Agung 2021 Hemiphyllodactylus
TaL,x,tal,TAL,tail length,from vent to tip of tail (marking * for regenerated tail),Do 2021 Cyrtodactylus orlovi
TaL,x,tal,TAL,tail length,"from the vent to the tip of the tail, original or regenerated",Do 2021 Hemiphyllodactylus dalatensis
TaL,x,tal,TAL,tail length,,Edwards 2011 Diporiphora
TAL,x,tal,TAL,tail length,distance between anterior margin of vent and tail tip,Karunarathna 2020 Ceratophora ukuwelai
TaL,x,tal,TAL,tail length,from posterior margin of cloacal plate to tip of tail,Qi 2021 Elaphe xiphodonata
TaL,x,tal,TAL,tail length, from posterior margin of cloaca to tip of tail,Li 2021 Achalinus dehuaensis
TaL,x,tal,TAL,tail length,from posterior margin of cloaca to tip of tail,Liu 2021 Cyrtodactylus Southern Yunnan
TaL,x,tal,TAL,tail length,,Liu 2021 Gonyosoma
TaL,x,tal,TAL,tail length,measured from the vent to the tip of the tail,Lam 2021 Ahaetulla rufusoculara
TaL,x,tal,TAL,tail length,,Le 2021 Pareas southern Vietnam
TAL,x,tal,TAL,tail length,measured from the posterior edge of the cloaca to the tail tip,Chandramouli 2021 Nicobar Gekko
TaL,x,tal,TAL,tail length,,Sumontha 2021 Trimeresurus kuiburi
TaL ,x,tal,TAL,tail length,,Chandramouli 2020 Trimeresurus
TL,x,tal,TAL,tail length,measured from anterior margin of vent to tail tip ,Amarasinghe 2021 Oligodon tolaki
TL,x,tal,TAL,Tail length,"from caudal edge of anal scales to tip of tail, on complete original tails only",Kurnaz 2021 Acanthodactylus Turkey
TL,x,tal,TAL,Tail length,from posterior edge of cloaca to tip of tail,Patel 2020 Ophisops Gujarat
TL,x,tal,TAL,tail length,,Ribeiro_Junior 2020 Alopoglossus theodorusi
TL,x,tal,TAL,tail length,,Torres-Carvajal 2021 new Microtegu
TL,x,tal,TAL,tail length,,Zhang 2021 Cyrtodactylus Daweishan
Tl,x,tal,TAL,tail length,,Trevine 2021 Thamnodynastes silvai
TL,x,tal,TAL,tail length,,Shi 2021 Gloydius Qinghai
TL,x,tal,TAL,tail length,,Ribeiro-Ju?ünior 2021 Alopoglossus
TL,x,tal,TAL,tail length,,Purkayastha 2021 Cyrtodactylus northeast India
TL,x,tal,TAL,Tail length,,Pizzigalli 2021 Mesalina olivieri.pdf
TL,x,tal,TAL,tail length," from the vent to the tip of the tail,measured only in specimens with complete, original tails",Parrinha 2021 Pedioplanis Angola
TL,x,tal,TAL,tail length,,Lobo?ün-Rovira 2021 Hemidactylus Angola
TL,x,tal,TAL,tail length,from posterior margin of cloaca to tip of tail,Liu 2021 Cyrtodactylus Western Yunnan
TL,x,tal,TAL,tail length,,Khandekar 2021 Hemiphyllodactylus goaensis
TL,x,tal,TAL,tail length,,Khandekar 2021 Hemidactylus tamhiniensis
TL,x,tal,TAL,tail length,,Kamei 2021 Cyrtodactylus bapme
TL,x,tal,TAL,tail length,,Khandekar 2021 Cnemaspis uttaraghati
TL,x,tal,TAL,Tail length,,Echevarri?üa 2021 Selvasaura
TL,x,tal,TAL,tail length,,Agarwal 2021 Cnemaspis krishnagiriensis
tL ,x,tal,TAL,Tail Length,,Ganesh 2021 Boiga whitakeri
XXX,x,tal,TAL,tail length,from the posterior margin of vent to the tip of tail,"Amarasinghe 2021, Hemidactylus kimbulae"
TC,,tc,TC,Male throat colored ,"with a network, not with a network",Wagner 2021 Acanthocercus margaritae
TC,x,tc,TC,throat color,,Edwards 2011 Diporiphora
Tem,,temp,TEMP,temporal counts,,Peng 2021 Gonyosoma Hainan
Temp ,x,temp,TEMP,Temporal scales,,Ganesh 2021 Boiga whitakeri
XXX,x,temp,TEMP,temporal scales,,Fernández 2021 Liolaemus robertmertensi
T,x,temp,TEMP,Temporal scales between eye and ear,(may need more details),Wagner 2021 Acanthocercus margaritae
TD,,th,TH,tail depth ,taken on first tail segment,Purkayastha 2021 Cyrtodactylus northeast India
TD,x,th,TH,tail depth ,taken on the first tail segment,Kamei 2021 Cyrtodactylus bapme
TH,x,th,TH,Tail height,maximum tail height at the tail base,Wagner 2021 Acanthocercus margaritae
CL,,tl,TL,caudal length,,Hamdan 2015 Chironius flavolineatus brazili
TL,x,tl,TL,total length,,Sumontha 2021 Trimeresurus kuiburi
TL,x,tl,TL,total length,from tip of snout to tip of tail,Qi 2021 Elaphe xiphodonata
TL,x,tl,TL,total length,,Liu 2021 Gonyosoma
TL,x,tl,TL,total length,sum of SVL and TaL,Lam 2021 Ahaetulla rufusoculara
TL,x,tl,TL,total length,,Le 2021 Pareas southern Vietnam
TL;SVL+TaL,x,tl,TL,total length,,Chandramouli 2020 Trimeresurus
TOT,x,tl,TL,Total length,,Wagner 2021 Acanthocercus margaritae
XXX,x,tl,TL,"total length (TTL; i.e., SVL + TL) ",,Shi 2021 Gloydius Qinghai
TR,,TR10,TR10,No. of scales around the tail at the 10th scale ring,,Pizzigalli 2021 Mesalina olivieri.pdf
TrunkW,,TrunkW,TRUNKW,greatest width of torso,taken at level of midbody,Meesook 2021 Gekko_pradapdao
Eye,,tse,TSE,number of enlarged transparent scales on the lower eyelid,,Parrinha 2021 Pedioplanis Angola
TW,,tw,TW,base of tail width,at the base of tail in the cloacal region,Fernández 2021 Liolaemus robertmertensi
LBT,x,tw,TW,Tail width,length of widest part of tail base ,Patel 2020 Ophisops Gujarat
TailW,x,tw,TW,tail width,taken at the base of the tail immediately posterior to the postcloacal swelling,Pauwels 2021 Dixonius_mekongensis
TailW,x,tw,TW,tail width,taken at the base of the tail immediately posterior to the postcloacal swelling,Meesook 2021 Gekko_pradapdao
TW,x,tw,TW,Tail width,maximum tail width at the tail base,Wagner 2021 Acanthocercus margaritae
TW,x,tw,TW,tail width,,Lobo?ün-Rovira 2021 Hemidactylus Angola
TW,x,tw,TW,tail width,maximum width of tail,Liu 2021 Cyrtodactylus Western Yunnan
TW,x,tw,TW,tail width,,Khandekar 2021 Hemiphyllodactylus goaensis
TW,x,tw,TW,tail width,,Khandekar 2021 Hemidactylus tamhiniensis
TW,x,tw,TW,tail width, taken on the first tail segment,Kamei 2021 Cyrtodactylus bapme
TW,x,tw,TW,tail width,,Khandekar 2021 Cnemaspis uttaraghati
TW,x,tw,TW,tail width,,Agarwal 2021 Cnemaspis krishnagiriensis
XXX,x,tw,TW,tail width,maximum width of the tail ,"Amarasinghe 2021, Hemidactylus kimbulae"
TW,x,tw,TW,tail width ,taken on first tail segment,Purkayastha 2021 Cyrtodactylus northeast India
TW ,x,tw,TW,"Tail width, measured at base of tail",,Nguyen 2021 Dixonius somchanhae
WTB,x,tw,TW,width of the base of the tail,,Ubalde 2021 Liolaemus Peru
UAS,,UAS,UAS,upper auricular spine number,,Edwards 2011 Diporiphora
UTS,,UTS,UTS,Upper tail scales,"smooth, feebly keeled, keeled",Wagner 2021 Acanthocercus margaritae
NVS,,v,V,Number of transverse series of ventral scales,"(need lizard definition, here:) counted in straight median series between collar and the row of scales separating the series of femoral pores  ",Patel 2020 Ophisops Gujarat
Ven,x,v,V,number of ventral scales,,Liu 2021 Gonyosoma
VENT,x,v,V,Number of ventral scales,,Marti?ünez-Freiri?üa 2021 Vipera latastei
Ve,x,v,V,number of ventrals,,Trevine 2021 Thamnodynastes silvai
VEN,x,v,V,ventral  counts,,Peng 2021 Gonyosoma Hainan
V,x,v,V,Ventral scale numbers,counted longitudinally from shoulders to cloaca,Wagner 2021 Acanthocercus margaritae
V,x,v,V,Ventral scale rows,number of longitudinal ventral scale rows counted midway between axilla and groin,Nguyen 2021 Dixonius somchanhae
VS,x,v,V,ventral scale rows,"number of ventral scales at midbody, counted in one line between ventrolateral folds",Riyanto 2021 Cyrtodactylus hamidyi
V,x,v,V,ventral scales,in longitudianal rows at midbody                             ,Do 2021 Cyrtodactylus orlovi
V,x,v,V,ventral scales,within longitudinal rows at midbody,Zhang 2021 Cyrtodactylus Daweishan
V,x,v,V,ventral scales,,Shi 2021 Gloydius Qinghai
V,x,v,V,ventral scales,,Qi 2021 Elaphe xiphodonata
Ven,x,v,V,Ventral scales,,Ganesh 2021 Boiga whitakeri
Ven,x,v,V,ventral scales,,Pauwels 2021 Dixonius_mekongensis
VS,x,v,V,Ventral scales,number of enlarged scales on belly from forelimb insertion to above femoral pores ,Patel 2020 Ophisops Gujarat
VS,x,v,V,ventral scales,,Li 2021 Achalinus dehuaensis
VS,x,v,V,ventral scales,,Khandekar 2021 Hemiphyllodactylus goaensis
VS,x,v,V,ventral scales,,Khandekar 2021 Hemidactylus tamhiniensis
VS,x,v,V,ventral scales,counted from the first ventral scale which is wider than long to the vent excluding cloacal plate,Lam 2021 Ahaetulla rufusoculara
VS,x,v,V,ventral scales,,Khandekar 2021 Cnemaspis uttaraghati
VS,x,v,V,ventral scales,,Agarwal 2021 Cnemaspis krishnagiriensis
VS,x,v,V,ventral scales,,Agung 2021 Hemiphyllodactylus
XXX,x,v,V,ventral scales,the number of longitudinal ventral scales at midbody contained within one eye diameter,Do 2021 Hemiphyllodactylus dalatensis
XXX,x,v,V,ventral scales,,Fernández 2021 Liolaemus robertmertensi
XXX,x,v,V,ventral scales,,Le 2021 Pareas southern Vietnam
V,x,v,V,ventral scales ,,Sumontha 2021 Trimeresurus kuiburi
VS,x,v,V,Ventral scales ,"smooth, feebly keeled, keeled",Wagner 2021 Acanthocercus margaritae
V,x,v,V,ventrals,counted between the interbrachial and preanal shields,Ribeiro_Junior 2020 Alopoglossus theodorusi
V,x,v,V,ventrals,,Ribeiro-Ju?ünior 2021 Alopoglossus
V Col ,,V Col ,V COL ,Ventral Colouration,,Ganesh 2021 Boiga whitakeri
XXX,,VFS,VFS,vertebral body scales,enlarged or not relative to other dorsal body scales,Weinell 2020 Calamaria alcalai
VFS,x,VFS,VFS,Vertebral scales large,same size or smaller than scales on flanks,Wagner 2021 Acanthocercus margaritae
XXX,x,/,/,vertebrocaudal scales,enlarged or not relative to other dorsocaudal scales,Weinell 2020 Calamaria alcalai
D,,,,Dorsal scale numbers,counted longitudinally from shoulders to posterior margin of hind limbs (lizard definition),Wagner 2021 Acanthocercus margaritae
I,,,,internasals or postrostrals,need definition,Liu 2021 Cyrtodactylus Southern Yunnan
LAM,,,,lamellae,needs definition,Khandekar 2021 Hemiphyllodactylus goaensis
RBS,,,,Mid body scales,scales in transverse rows at mid body (dorsal or ventral ??),Patel 2020 Ophisops Gujarat
INTER,,,,Number of intercanthal+intrasupraocular scales,needs more details / definition,Marti?ünez-Freiri?üa 2021 Vipera latastei
LVSR,,,,number of longitudinal rows of ventral scales,needs definition: from where to where?,Parrinha 2021 Pedioplanis Angola
RW,,,,rostro–orbital width,needs definition,Hamdan 2015 Chironius flavolineatus brazili
N,,,,"supranasal, postnasals",which one?,Zhang 2021 Cyrtodactylus Daweishan
TVSR,,,,transverse,rows of ventral scales ???,Parrinha 2021 Pedioplanis Angola
V,,,,ventral plates,???,Pizzigalli 2021 Mesalina olivieri.pdf
